doc_id,remote_path,file_name,pb_folder,source_folder
e9665142cbcd,3 - Stratospheric Ozone Depletion/No SDG/Nonlinear response of modelled stratospheric ozone to changes in greenhouse gases and ozone depleting substances in the recent past.pdf,Nonlinear response of modelled stratospheric ozone to changes in greenhouse gases and ozone depleting substances in the recent past.pdf,3 - Stratospheric Ozone Depletion,No SDG
6e72e83cb91d,3 - Stratospheric Ozone Depletion/No SDG/A Comparative Study of Atmospheric Chemistry with VULCAN.pdf,A Comparative Study of Atmospheric Chemistry with VULCAN.pdf,3 - Stratospheric Ozone Depletion,No SDG
2649a017ec2d,3 - Stratospheric Ozone Depletion/No SDG/Dynamic–gravimetric preparation of metrologically traceable primary calibration standards for halogenated greenhouse gases.pdf,Dynamic–gravimetric preparation of metrologically traceable primary calibration standards for halogenated greenhouse gases.pdf,3 - Stratospheric Ozone Depletion,No SDG
2a9193a32b5c,3 - Stratospheric Ozone Depletion/No SDG/Impacts of global NO<sub><i>x<_i><_sub> inversions on NO<sub>2<_sub> and ozone simulations.pdf,Impacts of global NO<sub><i>x<_i><_sub> inversions on NO<sub>2<_sub> and ozone simulations.pdf,3 - Stratospheric Ozone Depletion,No SDG
e594c165892c,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Troposphere-to-stratosphere transport in the tropics.pdf,Troposphere-to-stratosphere transport in the tropics.pdf,3 - Stratospheric Ozone Depletion,No SDG
042a9073a4dc,3 - Stratospheric Ozone Depletion/SDG13/Anticipating Climate Impacts of Major Volcanic Eruptions.pdf,Anticipating Climate Impacts of Major Volcanic Eruptions.pdf,3 - Stratospheric Ozone Depletion,SDG13
342d04300710,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Ozone trends at northern mid- and high latitudes – a European perspective.pdf,Ozone trends at northern mid- and high latitudes – a European perspective.pdf,3 - Stratospheric Ozone Depletion,No SDG
e33a9f68417e,3 - Stratospheric Ozone Depletion/No SDG/Comparison of nitrous oxide (N<sub>2<_sub>O) analyzers for high-precision measurements of atmospheric mole fractions.pdf,Comparison of nitrous oxide (N<sub>2<_sub>O) analyzers for high-precision measurements of atmospheric mole fractions.pdf,3 - Stratospheric Ozone Depletion,No SDG
2f3d833b242c,3 - Stratospheric Ozone Depletion/No SDG/Tracers for evaluating computational models of atmospheric transport and oxidation at regional to global scales.pdf,Tracers for evaluating computational models of atmospheric transport and oxidation at regional to global scales.pdf,3 - Stratospheric Ozone Depletion,No SDG
074d00932720,"3 - Stratospheric Ozone Depletion/No SDG/Polar stratospheric cloud evolution and chlorine activation measured by CALIPSO and MLS, and modeled by ATLAS.pdf","Polar stratospheric cloud evolution and chlorine activation measured by CALIPSO and MLS, and modeled by ATLAS.pdf",3 - Stratospheric Ozone Depletion,No SDG
c4fb799a37fd,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Photoprotective and biotechnological potentials of cyanobacterial sheath pigment, scytonemin.pdf","Photoprotective and biotechnological potentials of cyanobacterial sheath pigment, scytonemin.pdf",3 - Stratospheric Ozone Depletion,No SDG
8196435a6dda,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Seasonal changes in the transport of pollutants into the Arctic troposphere‐model study.pdf,Seasonal changes in the transport of pollutants into the Arctic troposphere‐model study.pdf,3 - Stratospheric Ozone Depletion,No SDG
7b40ba959880,"3 - Stratospheric Ozone Depletion/No SDG/The Regional Index of Sustainable Economic Welfare for Flanders, Belgium.pdf","The Regional Index of Sustainable Economic Welfare for Flanders, Belgium.pdf",3 - Stratospheric Ozone Depletion,No SDG
4045a77d2175,3 - Stratospheric Ozone Depletion/No SDG/Satellite remote sensing of regional and seasonal Arctic cooling showing a multi-decadal trend towards brighter and more liquid clouds.pdf,Satellite remote sensing of regional and seasonal Arctic cooling showing a multi-decadal trend towards brighter and more liquid clouds.pdf,3 - Stratospheric Ozone Depletion,No SDG
318e44e5d14f,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/The potential impact of changes in lower stratospheric water vapour on stratospheric temperatures over the past 30 years.pdf,The potential impact of changes in lower stratospheric water vapour on stratospheric temperatures over the past 30 years.pdf,3 - Stratospheric Ozone Depletion,No SDG
5b69b4b177c8,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/A vertically resolved, global, gap-free ozone database for assessing or constraining global climate model simulations.pdf","A vertically resolved, global, gap-free ozone database for assessing or constraining global climate model simulations.pdf",3 - Stratospheric Ozone Depletion,No SDG
ac5545d10350,3 - Stratospheric Ozone Depletion/No SDG/Halogen cycling and aerosol pH in the Hawaiian marine boundary layer.pdf,Halogen cycling and aerosol pH in the Hawaiian marine boundary layer.pdf,3 - Stratospheric Ozone Depletion,No SDG
67f33c2f5895,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/The community atmospheric chemistry box model CAABA_MECCA-4.0.pdf,The community atmospheric chemistry box model CAABA_MECCA-4.0.pdf,3 - Stratospheric Ozone Depletion,No SDG
c8b475531d7e,3 - Stratospheric Ozone Depletion/SDG14/temp_batch/Structure and long-term change in the zonal asymmetry in Antarctic total ozone during spring.pdf,Structure and long-term change in the zonal asymmetry in Antarctic total ozone during spring.pdf,3 - Stratospheric Ozone Depletion,SDG14
e0769e336198,3 - Stratospheric Ozone Depletion/No SDG/The economic cost of extreme and severe droughts in soybean production in Argentina.pdf,The economic cost of extreme and severe droughts in soybean production in Argentina.pdf,3 - Stratospheric Ozone Depletion,No SDG
99797683fbaf,3 - Stratospheric Ozone Depletion/No SDG/Nitrogen isotope ratio of atmospheric N2O as a key to the global cycle of N2O..pdf,Nitrogen isotope ratio of atmospheric N2O as a key to the global cycle of N2O..pdf,3 - Stratospheric Ozone Depletion,No SDG
6635e515c07e,3 - Stratospheric Ozone Depletion/No SDG/Policy options to reduce consumer waste to zero_ comparing product stewardship and extended producer responsibility for refrigerator waste.pdf,Policy options to reduce consumer waste to zero_ comparing product stewardship and extended producer responsibility for refrigerator waste.pdf,3 - Stratospheric Ozone Depletion,No SDG
bcfb11da919d,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Reconciling modeled and observed temperature trends over Antarctica.pdf,Reconciling modeled and observed temperature trends over Antarctica.pdf,3 - Stratospheric Ozone Depletion,No SDG
7d15d84ce20e,3 - Stratospheric Ozone Depletion/No SDG/Exposure to ultraviolet radiation delays photosynthetic recovery in Arctic kelp zoospores.pdf,Exposure to ultraviolet radiation delays photosynthetic recovery in Arctic kelp zoospores.pdf,3 - Stratospheric Ozone Depletion,No SDG
4652352bbbeb,3 - Stratospheric Ozone Depletion/No SDG/Modeling the lava heat flux during severe effusive volcanic eruption_ An important impact on surface air quality.pdf,Modeling the lava heat flux during severe effusive volcanic eruption_ An important impact on surface air quality.pdf,3 - Stratospheric Ozone Depletion,No SDG
3159c4d063f0,3 - Stratospheric Ozone Depletion/No SDG/Intensification and deepening of the Arabian Sea Oxygen Minimum Zone in response to increase in Indian monsoon wind intensity.pdf,Intensification and deepening of the Arabian Sea Oxygen Minimum Zone in response to increase in Indian monsoon wind intensity.pdf,3 - Stratospheric Ozone Depletion,No SDG
b78f530a7306,3 - Stratospheric Ozone Depletion/No SDG/Enzymatic defences against photooxidative stress induced by ultraviolet radiation in Arctic marine macroalgae.pdf,Enzymatic defences against photooxidative stress induced by ultraviolet radiation in Arctic marine macroalgae.pdf,3 - Stratospheric Ozone Depletion,No SDG
49d9ced3216b,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Technical Note_ Ensuring consistent, global measurements of very short-lived halocarbon gases in the ocean and atmosphere.pdf","Technical Note_ Ensuring consistent, global measurements of very short-lived halocarbon gases in the ocean and atmosphere.pdf",3 - Stratospheric Ozone Depletion,No SDG
fc1441e078b0,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/A scientific algorithm to simultaneously retrieve carbon monoxide and methane from TROPOMI onboard Sentinel-5 Precursor.pdf,A scientific algorithm to simultaneously retrieve carbon monoxide and methane from TROPOMI onboard Sentinel-5 Precursor.pdf,3 - Stratospheric Ozone Depletion,No SDG
9cdd576a9db7,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Atmospheric chemistry and global change.pdf,Atmospheric chemistry and global change.pdf,3 - Stratospheric Ozone Depletion,No SDG
eb43cd5b1ab4,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/The broadcasting on INTERNET of water DPSIR indicators. Experiment on the Nestos delta, Greece.pdf","The broadcasting on INTERNET of water DPSIR indicators. Experiment on the Nestos delta, Greece.pdf",3 - Stratospheric Ozone Depletion,No SDG
49aedaad82cd,3 - Stratospheric Ozone Depletion/No SDG/Correction for the 17O interference in δ(13C) measurements when analyzing CO2 with stable isotope mass spectrometry (IUPAC Technical Report).pdf,Correction for the 17O interference in δ(13C) measurements when analyzing CO2 with stable isotope mass spectrometry (IUPAC Technical Report).pdf,3 - Stratospheric Ozone Depletion,No SDG
87a86ef6a704,3 - Stratospheric Ozone Depletion/No SDG/Epidemiology of Skin Cancer_ Role of Some Environmental Factors.pdf,Epidemiology of Skin Cancer_ Role of Some Environmental Factors.pdf,3 - Stratospheric Ozone Depletion,No SDG
24c6e242d820,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Atmospheric bromoform at Mace Head, Ireland_ seasonality and evidence for a peatland source.pdf","Atmospheric bromoform at Mace Head, Ireland_ seasonality and evidence for a peatland source.pdf",3 - Stratospheric Ozone Depletion,No SDG
9f6e25025973,3 - Stratospheric Ozone Depletion/No SDG/Effect of solar proton events on the middle atmosphere during the past two solar cycles as computed using a two‐dimensional model.pdf,Effect of solar proton events on the middle atmosphere during the past two solar cycles as computed using a two‐dimensional model.pdf,3 - Stratospheric Ozone Depletion,No SDG
f90ebfdedc61,3 - Stratospheric Ozone Depletion/SDG14/Rapid uplift of nonmethane hydrocarbons in a cold front over central Europe.pdf,Rapid uplift of nonmethane hydrocarbons in a cold front over central Europe.pdf,3 - Stratospheric Ozone Depletion,SDG14
50137c06d495,3 - Stratospheric Ozone Depletion/No SDG/Precipitation of salts in freezing seawater and ozone depletion events_ a status report.pdf,Precipitation of salts in freezing seawater and ozone depletion events_ a status report.pdf,3 - Stratospheric Ozone Depletion,No SDG
40321da55e89,3 - Stratospheric Ozone Depletion/SDG7/Large-scale dynamical influence of a gravity wave generated over the Antarctic Peninsula – regional modelling and budget analysis.pdf,Large-scale dynamical influence of a gravity wave generated over the Antarctic Peninsula – regional modelling and budget analysis.pdf,3 - Stratospheric Ozone Depletion,SDG7
9c91fbd70056,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/LCA and economic evaluation of landfill leachate and gas technologies.pdf,LCA and economic evaluation of landfill leachate and gas technologies.pdf,3 - Stratospheric Ozone Depletion,No SDG
10583180365f,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/An optical particle size spectrometer for aircraft-borne measurements in IAGOS-CARIBIC.pdf,An optical particle size spectrometer for aircraft-borne measurements in IAGOS-CARIBIC.pdf,3 - Stratospheric Ozone Depletion,No SDG
90d247dc188f,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/A signal-to-noise paradox in climate science.pdf,A signal-to-noise paradox in climate science.pdf,3 - Stratospheric Ozone Depletion,No SDG
5d4c8c8c28fc,3 - Stratospheric Ozone Depletion/No SDG/Advancing Biodiesel Production System from Mixed Vegetable Oil Waste_ A Life Cycle Assessment of Environmental and Economic Outcomes.pdf,Advancing Biodiesel Production System from Mixed Vegetable Oil Waste_ A Life Cycle Assessment of Environmental and Economic Outcomes.pdf,3 - Stratospheric Ozone Depletion,No SDG
2e037a3646bb,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Integrated Assessment of Carbon Capture and Storage (CCS) in South Africa’s Power Sector.pdf,Integrated Assessment of Carbon Capture and Storage (CCS) in South Africa’s Power Sector.pdf,3 - Stratospheric Ozone Depletion,No SDG
dfac6cfb2a24,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Climate Change detection over different land surface vegetation classes.pdf,Climate Change detection over different land surface vegetation classes.pdf,3 - Stratospheric Ozone Depletion,No SDG
358f64b8021b,3 - Stratospheric Ozone Depletion/SDG14/Rapid increase in ozone-depleting chloroform emissions from China.pdf,Rapid increase in ozone-depleting chloroform emissions from China.pdf,3 - Stratospheric Ozone Depletion,SDG14
322759ed786f,"3 - Stratospheric Ozone Depletion/No SDG/Seasonal cycles in baseline mixing ratios of a large number of trace gases at the Mace Head, Ireland atmospheric research station.pdf","Seasonal cycles in baseline mixing ratios of a large number of trace gases at the Mace Head, Ireland atmospheric research station.pdf",3 - Stratospheric Ozone Depletion,No SDG
bf66ccf11e70,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/ASSESSMENT OF PROPANE_COMMERCIAL BUTANE MIXTURES AS POSSIBLE ALTERNATIVES TO R134a IN DOMESTIC REFRIGERATORS.pdf,ASSESSMENT OF PROPANE_COMMERCIAL BUTANE MIXTURES AS POSSIBLE ALTERNATIVES TO R134a IN DOMESTIC REFRIGERATORS.pdf,3 - Stratospheric Ozone Depletion,No SDG
da697160487b,"3 - Stratospheric Ozone Depletion/No SDG/Sensitivity of tracer transport to model resolution, prescribed meteorology and tracer lifetime in the general circulation model ECHAM5.pdf","Sensitivity of tracer transport to model resolution, prescribed meteorology and tracer lifetime in the general circulation model ECHAM5.pdf",3 - Stratospheric Ozone Depletion,No SDG
cbeee1449c17,3 - Stratospheric Ozone Depletion/No SDG/Co-emission of volcanic sulfur and halogens amplifies volcanic effective radiative forcing.pdf,Co-emission of volcanic sulfur and halogens amplifies volcanic effective radiative forcing.pdf,3 - Stratospheric Ozone Depletion,No SDG
3c40e1f6cac0,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/A very deep ozone minihole in the Northern Hemisphere stratosphere at mid-latitudes during the winter of 2000.pdf,A very deep ozone minihole in the Northern Hemisphere stratosphere at mid-latitudes during the winter of 2000.pdf,3 - Stratospheric Ozone Depletion,No SDG
a349ed5bb11b,3 - Stratospheric Ozone Depletion/SDG13/Climate sensitivity to ozone and its relevance on the habitability of Earth-like planets.pdf,Climate sensitivity to ozone and its relevance on the habitability of Earth-like planets.pdf,3 - Stratospheric Ozone Depletion,SDG13
fe037d83e19a,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Climate Change and Atmospheric Chemistry_ How Will the Stratospheric Ozone Layer Develop_.pdf,Climate Change and Atmospheric Chemistry_ How Will the Stratospheric Ozone Layer Develop_.pdf,3 - Stratospheric Ozone Depletion,No SDG
4e15a5767a46,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Inventory of highly resolved temporal and spatial volatile organic compounds emission in China.pdf,Inventory of highly resolved temporal and spatial volatile organic compounds emission in China.pdf,3 - Stratospheric Ozone Depletion,No SDG
bb680d4cc663,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Impacts of changes in land use and land cover on atmospheric chemistry and air quality over the 21st century.pdf,Impacts of changes in land use and land cover on atmospheric chemistry and air quality over the 21st century.pdf,3 - Stratospheric Ozone Depletion,No SDG
61b0da4c3b4e,3 - Stratospheric Ozone Depletion/No SDG/Formation of solid particles in synoptic-scale Arctic PSCs in early winter 2002_2003.pdf,Formation of solid particles in synoptic-scale Arctic PSCs in early winter 2002_2003.pdf,3 - Stratospheric Ozone Depletion,No SDG
8c0d7cfdd6ec,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Development of key indicators to quantify the health impacts of climate change on Canadians.pdf,Development of key indicators to quantify the health impacts of climate change on Canadians.pdf,3 - Stratospheric Ozone Depletion,No SDG
f89be8cffe97,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Simple measures of ozone depletion in the polar stratosphere.pdf,Simple measures of ozone depletion in the polar stratosphere.pdf,3 - Stratospheric Ozone Depletion,No SDG
eaeffa13b4cd,3 - Stratospheric Ozone Depletion/No SDG/Ultraviolet and visible spectroscopy and spaceborne remote sensing of the Earth's atmosphere.pdf,Ultraviolet and visible spectroscopy and spaceborne remote sensing of the Earth's atmosphere.pdf,3 - Stratospheric Ozone Depletion,No SDG
48b9aaf93417,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Ozone Depletion in Tropospheric Volcanic Plumes_ From Halogen-Poor to Halogen-Rich Emissions.pdf,Ozone Depletion in Tropospheric Volcanic Plumes_ From Halogen-Poor to Halogen-Rich Emissions.pdf,3 - Stratospheric Ozone Depletion,No SDG
301031ad4e33,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Accelerating growth of HFC-227ea (1,1,1,2,3,3,3-heptafluoropropane) in the atmosphere.pdf","Accelerating growth of HFC-227ea (1,1,1,2,3,3,3-heptafluoropropane) in the atmosphere.pdf",3 - Stratospheric Ozone Depletion,No SDG
b970161fa23b,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Relationship Between Weather Regimes and Atmospheric Rivers in East Antarctica.pdf,Relationship Between Weather Regimes and Atmospheric Rivers in East Antarctica.pdf,3 - Stratospheric Ozone Depletion,No SDG
0744b984fd6e,3 - Stratospheric Ozone Depletion/No SDG/Virtual Reality in Historic Urban District Renovation for Enhancing Social and Environmental Sustainability_ A Case of Tangzixiang in Anhui.pdf,Virtual Reality in Historic Urban District Renovation for Enhancing Social and Environmental Sustainability_ A Case of Tangzixiang in Anhui.pdf,3 - Stratospheric Ozone Depletion,No SDG
18cb76356882,3 - Stratospheric Ozone Depletion/No SDG/Solar geoengineering using solid aerosol in the stratosphere.pdf,Solar geoengineering using solid aerosol in the stratosphere.pdf,3 - Stratospheric Ozone Depletion,No SDG
e94104e32469,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/GOME-2 total ozone columns from MetOp-A_MetOp-B and assimilation in the MACC system.pdf,GOME-2 total ozone columns from MetOp-A_MetOp-B and assimilation in the MACC system.pdf,3 - Stratospheric Ozone Depletion,No SDG
22b6493c101f,3 - Stratospheric Ozone Depletion/No SDG/February orchid cover crop improves sustainability of cotton production systems in the Yellow River basin.pdf,February orchid cover crop improves sustainability of cotton production systems in the Yellow River basin.pdf,3 - Stratospheric Ozone Depletion,No SDG
cab713fe6b41,"3 - Stratospheric Ozone Depletion/No SDG/Built Environment and Wellbeing—Standards, Multi-Criteria Evaluation Methods, Certifications.pdf","Built Environment and Wellbeing—Standards, Multi-Criteria Evaluation Methods, Certifications.pdf",3 - Stratospheric Ozone Depletion,No SDG
21e7327ac1b5,3 - Stratospheric Ozone Depletion/No SDG/Cosmic ray-induced stratospheric aerosols_ A possible connection to polar ozone depletions.pdf,Cosmic ray-induced stratospheric aerosols_ A possible connection to polar ozone depletions.pdf,3 - Stratospheric Ozone Depletion,No SDG
867956c7bbf0,3 - Stratospheric Ozone Depletion/No SDG/Ozone depletion in the Arctic and Antarctic stratosphere induced by wildfire smoke.pdf,Ozone depletion in the Arctic and Antarctic stratosphere induced by wildfire smoke.pdf,3 - Stratospheric Ozone Depletion,No SDG
e634a924e4ff,3 - Stratospheric Ozone Depletion/No SDG/Modelling of UV radiation variations at different time scales.pdf,Modelling of UV radiation variations at different time scales.pdf,3 - Stratospheric Ozone Depletion,No SDG
6cb13a4bb395,"3 - Stratospheric Ozone Depletion/No SDG/Summertime cyclones over the Great Lakes Storm Track from 1860–2100_ variability, trends, and association with ozone pollution.pdf","Summertime cyclones over the Great Lakes Storm Track from 1860–2100_ variability, trends, and association with ozone pollution.pdf",3 - Stratospheric Ozone Depletion,No SDG
6e87863aa7c1,3 - Stratospheric Ozone Depletion/No SDG/Low‐frequency oscillations in total ozone measurements.pdf,Low‐frequency oscillations in total ozone measurements.pdf,3 - Stratospheric Ozone Depletion,No SDG
87b5ff710c61,3 - Stratospheric Ozone Depletion/SDG13/Hemispheric ozone variability indices derived from satellite observations and comparison to a coupled chemistry-climate model.pdf,Hemispheric ozone variability indices derived from satellite observations and comparison to a coupled chemistry-climate model.pdf,3 - Stratospheric Ozone Depletion,SDG13
514166f8f3f9,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Attribution of stratospheric ozone trends to chemistry and transport_ a modelling study.pdf,Attribution of stratospheric ozone trends to chemistry and transport_ a modelling study.pdf,3 - Stratospheric Ozone Depletion,No SDG
de492b348258,3 - Stratospheric Ozone Depletion/No SDG/Building national emission inventories for the energy sector_ Implications for life cycle assessment and nations environmental footprinting.pdf,Building national emission inventories for the energy sector_ Implications for life cycle assessment and nations environmental footprinting.pdf,3 - Stratospheric Ozone Depletion,No SDG
f79b5d4e208a,3 - Stratospheric Ozone Depletion/No SDG/Stratospheric Final Warmings fall into two categories with different evolution over the course of the year.pdf,Stratospheric Final Warmings fall into two categories with different evolution over the course of the year.pdf,3 - Stratospheric Ozone Depletion,No SDG
d35898400d5e,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Book Review.pdf,Book Review.pdf,3 - Stratospheric Ozone Depletion,No SDG
118906e93497,3 - Stratospheric Ozone Depletion/SDG7/Sedimentation Efficiency of Condensation Clouds in Substellar Atmospheres.pdf,Sedimentation Efficiency of Condensation Clouds in Substellar Atmospheres.pdf,3 - Stratospheric Ozone Depletion,SDG7
45f805c00d44,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Substrate Induced Denitrification over or under Estimates Shifts in Soil N2_N2O Ratios.pdf,Substrate Induced Denitrification over or under Estimates Shifts in Soil N2_N2O Ratios.pdf,3 - Stratospheric Ozone Depletion,No SDG
717ad4975bac,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Simulation of ash clouds after a Laacher See-type eruption.pdf,Simulation of ash clouds after a Laacher See-type eruption.pdf,3 - Stratospheric Ozone Depletion,No SDG
ca7fd9d30556,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Influence of Ozone Forcing on 21st Century Southern Hemisphere Surface Westerlies in CMIP6 Models.pdf,Influence of Ozone Forcing on 21st Century Southern Hemisphere Surface Westerlies in CMIP6 Models.pdf,3 - Stratospheric Ozone Depletion,No SDG
96d3c0964545,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Drastic shrinking of the Hadley circulation during the mid-Cretaceous Supergreenhouse.pdf,Drastic shrinking of the Hadley circulation during the mid-Cretaceous Supergreenhouse.pdf,3 - Stratospheric Ozone Depletion,No SDG
da6ed57bcd49,3 - Stratospheric Ozone Depletion/No SDG/An Integrated System Dynamics Model and Life Cycle Assessment for Cement Production in South Africa.pdf,An Integrated System Dynamics Model and Life Cycle Assessment for Cement Production in South Africa.pdf,3 - Stratospheric Ozone Depletion,No SDG
64136aa7f080,3 - Stratospheric Ozone Depletion/SDG14/Arctic Stratosphere Dynamical Processes in the Winter 2021–2022.pdf,Arctic Stratosphere Dynamical Processes in the Winter 2021–2022.pdf,3 - Stratospheric Ozone Depletion,SDG14
0fe011216319,3 - Stratospheric Ozone Depletion/No SDG/The role of chlorine in global tropospheric chemistry.pdf,The role of chlorine in global tropospheric chemistry.pdf,3 - Stratospheric Ozone Depletion,No SDG
9ba110d31936,3 - Stratospheric Ozone Depletion/No SDG/Synergetic Aerosol Layer Observation After the 2015 Calbuco Volcanic Eruption Event.pdf,Synergetic Aerosol Layer Observation After the 2015 Calbuco Volcanic Eruption Event.pdf,3 - Stratospheric Ozone Depletion,No SDG
78c7b26d8c6f,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Smells, brains and hormones.pdf","Smells, brains and hormones.pdf",3 - Stratospheric Ozone Depletion,No SDG
0f2abf4de5c9,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/From impacts assessment to adaptation priorities_ the shaping of adaptation policy.pdf,From impacts assessment to adaptation priorities_ the shaping of adaptation policy.pdf,3 - Stratospheric Ozone Depletion,No SDG
4e76342ca707,3 - Stratospheric Ozone Depletion/No SDG/Investigations of the environmental acceptability of fluorocarbon alternatives to chlorofluorocarbons..pdf,Investigations of the environmental acceptability of fluorocarbon alternatives to chlorofluorocarbons..pdf,3 - Stratospheric Ozone Depletion,No SDG
7f7641c7e820,3 - Stratospheric Ozone Depletion/No SDG/Framework for Detailed Comparison of Building Environmental Assessment Tools.pdf,Framework for Detailed Comparison of Building Environmental Assessment Tools.pdf,3 - Stratospheric Ozone Depletion,No SDG
61a101046e89,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Life cycle analysis of environmental impact vs. durability of stabilised rammed earth.pdf,Life cycle analysis of environmental impact vs. durability of stabilised rammed earth.pdf,3 - Stratospheric Ozone Depletion,No SDG
aa22faff58d4,3 - Stratospheric Ozone Depletion/No SDG/Air Quality in a Cleaner Energy World.pdf,Air Quality in a Cleaner Energy World.pdf,3 - Stratospheric Ozone Depletion,No SDG
c95e30752adf,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Synthesizing the evidence of nitrous oxide mitigation practices in agroecosystems.pdf,Synthesizing the evidence of nitrous oxide mitigation practices in agroecosystems.pdf,3 - Stratospheric Ozone Depletion,No SDG
fcc2f9a59b3a,3 - Stratospheric Ozone Depletion/No SDG/Responses to solar ultraviolet‐B radiation in a shrub‐dominated natural ecosystem of Tierra del Fuego (southern Argentina).pdf,Responses to solar ultraviolet‐B radiation in a shrub‐dominated natural ecosystem of Tierra del Fuego (southern Argentina).pdf,3 - Stratospheric Ozone Depletion,No SDG
68178e398a9e,3 - Stratospheric Ozone Depletion/No SDG/Measurement report_ regional trends of stratospheric ozone evaluated using the MErged GRIdded Dataset of Ozone Profiles (MEGRIDOP).pdf,Measurement report_ regional trends of stratospheric ozone evaluated using the MErged GRIdded Dataset of Ozone Profiles (MEGRIDOP).pdf,3 - Stratospheric Ozone Depletion,No SDG
17908c4faf66,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Fires, Atmospheric Chemistry, and the Ozone Layer.pdf","Fires, Atmospheric Chemistry, and the Ozone Layer.pdf",3 - Stratospheric Ozone Depletion,No SDG
059cec1bca31,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Comparison of mean age of air in five reanalyses using the BASCOE transport model.pdf,Comparison of mean age of air in five reanalyses using the BASCOE transport model.pdf,3 - Stratospheric Ozone Depletion,No SDG
e7048da28511,3 - Stratospheric Ozone Depletion/No SDG/Life cycle environmental performance and improvement of a yogurt product delivery system.pdf,Life cycle environmental performance and improvement of a yogurt product delivery system.pdf,3 - Stratospheric Ozone Depletion,No SDG
085562a073da,"4 - Biogeochemical Flows/No SDG/temp_batch/Seasonal Dynamics of Methane and Carbon Dioxide Evasion From an Open System Pingo_ Lagoon Pingo, Svalbard.pdf","Seasonal Dynamics of Methane and Carbon Dioxide Evasion From an Open System Pingo_ Lagoon Pingo, Svalbard.pdf",4 - Biogeochemical Flows,No SDG
ad21e0ffd709,4 - Biogeochemical Flows/No SDG/Oceanic Frontal Divergence Alters Phytoplankton Competition and Distribution.pdf,Oceanic Frontal Divergence Alters Phytoplankton Competition and Distribution.pdf,4 - Biogeochemical Flows,No SDG
d0ed109dae9a,4 - Biogeochemical Flows/No SDG/Microtopography and Plant-Cover Controls on Nitrogen Dynamics in Hummock Tundra Ecosystems in Siberia.pdf,Microtopography and Plant-Cover Controls on Nitrogen Dynamics in Hummock Tundra Ecosystems in Siberia.pdf,4 - Biogeochemical Flows,No SDG
294b1229b050,4 - Biogeochemical Flows/No SDG/Microbial megacities fueled by methane oxidation in a mineral spring cave.pdf,Microbial megacities fueled by methane oxidation in a mineral spring cave.pdf,4 - Biogeochemical Flows,No SDG
1453021ca200,4 - Biogeochemical Flows/No SDG/Mats of psychrophilic thiotrophic bacteria associated with cold seeps of the Barents Sea.pdf,Mats of psychrophilic thiotrophic bacteria associated with cold seeps of the Barents Sea.pdf,4 - Biogeochemical Flows,No SDG
0502b705838c,"4 - Biogeochemical Flows/No SDG/Long-term spatial and temporal variation of CO<sub>2<_sub> partial pressure in the Yellow River, China.pdf","Long-term spatial and temporal variation of CO<sub>2<_sub> partial pressure in the Yellow River, China.pdf",4 - Biogeochemical Flows,No SDG
