doc_id,remote_path,file_name,pb_folder,source_folder
05465a937c64,8 - Novel Entities/No SDG/Interactive Information Extraction by Semantic Information Graph.pdf,Interactive Information Extraction by Semantic Information Graph.pdf,8 - Novel Entities,No SDG
4329522884b2,1 - Climate Change/SDG2/“Burger.i.doo”—An Innovative Education Game for the Assessment of Sustainability from Meat and Substitute Products in Science Education.pdf,“Burger.i.doo”—An Innovative Education Game for the Assessment of Sustainability from Meat and Substitute Products in Science Education.pdf,1 - Climate Change,SDG2
3ac61b157ca4,8 - Novel Entities/SDG11/The Impact of the Control Measures during the COVID-19 Outbreak on Air Pollution in China.pdf,The Impact of the Control Measures during the COVID-19 Outbreak on Air Pollution in China.pdf,8 - Novel Entities,SDG11
76e93c6630f6,3 - Stratospheric Ozone Depletion/No SDG/Trend analysis of the 20-year time series of stratospheric ozone profiles observed by the GROMOS microwave radiometer at Bern.pdf,Trend analysis of the 20-year time series of stratospheric ozone profiles observed by the GROMOS microwave radiometer at Bern.pdf,3 - Stratospheric Ozone Depletion,No SDG
dc948f2e3f59,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Constraints and biases in a tropospheric two-box model of OH.pdf,Constraints and biases in a tropospheric two-box model of OH.pdf,3 - Stratospheric Ozone Depletion,No SDG
d5f2a1df814a,9 - Atmospheric Aerosol Loading/No SDG/temp_batch/Simulation of GOES-R ABI aerosol radiances using WRF-CMAQ_ a case study approach.pdf,Simulation of GOES-R ABI aerosol radiances using WRF-CMAQ_ a case study approach.pdf,9 - Atmospheric Aerosol Loading,No SDG
ab2a8fcd6849,1 - Climate Change/SDG15/temp_batch/Scenario Archetypes_ Converging Rather than Diverging Themes.pdf,Scenario Archetypes_ Converging Rather than Diverging Themes.pdf,1 - Climate Change,SDG15
f376ef8589d6,8 - Novel Entities/No SDG/Domain-independent entity coreference in RDF graphs.pdf,Domain-independent entity coreference in RDF graphs.pdf,8 - Novel Entities,No SDG
6bccd6009961,1 - Climate Change/SDG14/Extreme IOD induced tropical Indian Ocean warming in 2020.pdf,Extreme IOD induced tropical Indian Ocean warming in 2020.pdf,1 - Climate Change,SDG14
cd201eae09ce,"2 - Ocean Acidification/No SDG/Temporal variability and driving factors of the carbonate system in the Aransas Ship Channel, TX, USA_ a time series study.pdf","Temporal variability and driving factors of the carbonate system in the Aransas Ship Channel, TX, USA_ a time series study.pdf",2 - Ocean Acidification,No SDG
4168de3324ca,3 - Stratospheric Ozone Depletion/No SDG/Chemistry of the Antarctic Boundary Layer and the Interface with Snow_ an overview of the CHABLIS campaign.pdf,Chemistry of the Antarctic Boundary Layer and the Interface with Snow_ an overview of the CHABLIS campaign.pdf,3 - Stratospheric Ozone Depletion,No SDG
bf3b907cc0bd,6 - Land System Change/No SDG/Trends and Non-Stationarity in Groundwater Level Changes in Rapidly Developing Indian Cities.pdf,Trends and Non-Stationarity in Groundwater Level Changes in Rapidly Developing Indian Cities.pdf,6 - Land System Change,No SDG
a767f2b3d95a,1 - Climate Change/SDG4/Analysis of some training theories applied to the generativity concept.pdf,Analysis of some training theories applied to the generativity concept.pdf,1 - Climate Change,SDG4
7a24c4125c42,"5 - Global Freshwater Use/No SDG/Global analysis of nitrogen and phosphorus limitation of primary producers in freshwater, marine and terrestrial ecosystems.pdf","Global analysis of nitrogen and phosphorus limitation of primary producers in freshwater, marine and terrestrial ecosystems.pdf",5 - Global Freshwater Use,No SDG
b127097022db,1 - Climate Change/SDG12/temp_batch/Serving the underserved_ the water–energy–food nexus in in socio-ecological production landscapes.pdf,Serving the underserved_ the water–energy–food nexus in in socio-ecological production landscapes.pdf,1 - Climate Change,SDG12
7428b52f8a0a,1 - Climate Change/No SDG/Impact of dams and climate change on suspended sediment flux to the Mekong delta.pdf,Impact of dams and climate change on suspended sediment flux to the Mekong delta.pdf,1 - Climate Change,No SDG
9bf577692045,5 - Global Freshwater Use/No SDG/temp_batch/Anguillid eels as a surrogate species for conservation of freshwater biodiversity in Japan.pdf,Anguillid eels as a surrogate species for conservation of freshwater biodiversity in Japan.pdf,5 - Global Freshwater Use,No SDG
041c0642dd33,7 - Biosphere Integrity/No SDG/Engineering and Engaged Scholarship at Penn State Part I_ The Rationale.pdf,Engineering and Engaged Scholarship at Penn State Part I_ The Rationale.pdf,7 - Biosphere Integrity,No SDG
f8ef466e57c0,1 - Climate Change/No SDG/temp_batch/Perception and Interpretation of Climate Change among Quechua Farmers of Bolivia_ Indigenous Knowledge as a Resource for Adaptive Capacity.pdf,Perception and Interpretation of Climate Change among Quechua Farmers of Bolivia_ Indigenous Knowledge as a Resource for Adaptive Capacity.pdf,1 - Climate Change,No SDG
8e17f064c8fe,7 - Biosphere Integrity/No SDG/Sustainability_ Living within One’s Own Ecological Means.pdf,Sustainability_ Living within One’s Own Ecological Means.pdf,7 - Biosphere Integrity,No SDG
c47f7bb9493f,6 - Land System Change/No SDG/Global analysis of radiative forcing from fire-induced shortwave albedo change.pdf,Global analysis of radiative forcing from fire-induced shortwave albedo change.pdf,6 - Land System Change,No SDG
6672988bd524,7 - Biosphere Integrity/No SDG/Positive Deviance for a Sustainable World_ Linking Sustainability and Positive Organizational Scholarship.pdf,Positive Deviance for a Sustainable World_ Linking Sustainability and Positive Organizational Scholarship.pdf,7 - Biosphere Integrity,No SDG
200a739298ac,1 - Climate Change/SDG15/temp_batch/Comparison of the Forecast Performance of WRF Using Noah and Noah-MP Land Surface Schemes in Central Asia Arid Region.pdf,Comparison of the Forecast Performance of WRF Using Noah and Noah-MP Land Surface Schemes in Central Asia Arid Region.pdf,1 - Climate Change,SDG15
d3fdf11db43a,"1 - Climate Change/SDG14/Equatorial aerosol‐ozone structure and variations as observed by balloon‐borne backscattersondes since 1995 at Natal, Brazil (6°S).pdf","Equatorial aerosol‐ozone structure and variations as observed by balloon‐borne backscattersondes since 1995 at Natal, Brazil (6°S).pdf",1 - Climate Change,SDG14
8ea805d1e2af,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/The influence of energetic particle precipitation on Antarctic stratospheric chlorine and ozone over the 20th century.pdf,The influence of energetic particle precipitation on Antarctic stratospheric chlorine and ozone over the 20th century.pdf,3 - Stratospheric Ozone Depletion,No SDG
d548479e6f5d,"6 - Land System Change/No SDG/temp_batch/Landscape Evaluation for Restoration Planning on the Okanogan-Wenatchee National Forest, USA.pdf","Landscape Evaluation for Restoration Planning on the Okanogan-Wenatchee National Forest, USA.pdf",6 - Land System Change,No SDG
34d840c29a9d,"3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Sedimentary record of sources and accumulation of organic matter in Pyramid Lake, Nevada, over the past 1,000 years.pdf","Sedimentary record of sources and accumulation of organic matter in Pyramid Lake, Nevada, over the past 1,000 years.pdf",3 - Stratospheric Ozone Depletion,No SDG
16a9d8717dea,"1 - Climate Change/SDG10/Review of _The End of White World Supremacy_ Black Internationalism and the Problem of the Color Line,_ by Roderick Bush.pdf","Review of _The End of White World Supremacy_ Black Internationalism and the Problem of the Color Line,_ by Roderick Bush.pdf",1 - Climate Change,SDG10
4550722c90a1,"1 - Climate Change/SDG15/Landscape Ecology in Mexico_ Evolution, Research, Education and Future (Selected Theoretical and Meta-Scientific Aspects).pdf","Landscape Ecology in Mexico_ Evolution, Research, Education and Future (Selected Theoretical and Meta-Scientific Aspects).pdf",1 - Climate Change,SDG15
48093131d824,"1 - Climate Change/SDG13/temp_batch/Comparison of ambient aerosol extinction coefficients obtained from in-situ, MAX-DOAS and LIDAR measurements at Cabauw.pdf","Comparison of ambient aerosol extinction coefficients obtained from in-situ, MAX-DOAS and LIDAR measurements at Cabauw.pdf",1 - Climate Change,SDG13
a551c49c36f5,8 - Novel Entities/SDG12/Life Cycle Assessment of Environmental and Economic Impacts of Advanced Vehicles.pdf,Life Cycle Assessment of Environmental and Economic Impacts of Advanced Vehicles.pdf,8 - Novel Entities,SDG12
d83c6d389370,1 - Climate Change/No SDG/Key Technical Challenges for the Electric Power Industry and Climate Change.pdf,Key Technical Challenges for the Electric Power Industry and Climate Change.pdf,1 - Climate Change,No SDG
72e05d1a4472,8 - Novel Entities/No SDG/Tools for Inventing Organizations_ Toward a Handbook of Organizational Processes.pdf,Tools for Inventing Organizations_ Toward a Handbook of Organizational Processes.pdf,8 - Novel Entities,No SDG
e5fa579607b9,2 - Ocean Acidification/No SDG/temp_batch/Gains and losses of coral skeletal porosity changes with ocean acidification acclimation.pdf,Gains and losses of coral skeletal porosity changes with ocean acidification acclimation.pdf,2 - Ocean Acidification,No SDG
ce2cb86561c4,"4 - Biogeochemical Flows/No SDG/Global Trophic Position Comparison of Two Dominant Mesopelagic Fish Families (Myctophidae, Stomiidae) Using Amino Acid Nitrogen Isotopic Analyses.pdf","Global Trophic Position Comparison of Two Dominant Mesopelagic Fish Families (Myctophidae, Stomiidae) Using Amino Acid Nitrogen Isotopic Analyses.pdf",4 - Biogeochemical Flows,No SDG
2aa218493e95,1 - Climate Change/SDG2/Camel Milk Consumption Pattern and Its Association with Diabetes among Raika Community of Jodhpur District of Rajasthan.pdf,Camel Milk Consumption Pattern and Its Association with Diabetes among Raika Community of Jodhpur District of Rajasthan.pdf,1 - Climate Change,SDG2
a63bb3c3be85,8 - Novel Entities/No SDG/Oil-derivatives pipeline logistics using discrete-event simulation.pdf,Oil-derivatives pipeline logistics using discrete-event simulation.pdf,8 - Novel Entities,No SDG
d40d8f3ae940,4 - Biogeochemical Flows/No SDG/temp_batch/Ferrihydrite nanoparticles entrapped in shear-induced multilamellar vesicles.pdf,Ferrihydrite nanoparticles entrapped in shear-induced multilamellar vesicles.pdf,4 - Biogeochemical Flows,No SDG
633b6c593a8d,"6 - Land System Change/No SDG/Aerosol dry deposition measured with eddy-covariance technique at Wasa and Aboa, DronningMaud Land, Antarctica.pdf","Aerosol dry deposition measured with eddy-covariance technique at Wasa and Aboa, DronningMaud Land, Antarctica.pdf",6 - Land System Change,No SDG
abefdd315de5,8 - Novel Entities/No SDG/Towards a processual microbial ontology.pdf,Towards a processual microbial ontology.pdf,8 - Novel Entities,No SDG
15a40688221d,"9 - Atmospheric Aerosol Loading/No SDG/Spatial distribution of biogenic sulphur compounds (MSA, nssSO42–) in the northern Victoria Land–Dome C–Wilkes Land area, East Antarctica.pdf","Spatial distribution of biogenic sulphur compounds (MSA, nssSO42–) in the northern Victoria Land–Dome C–Wilkes Land area, East Antarctica.pdf",9 - Atmospheric Aerosol Loading,No SDG
ccb94b732cd5,9 - Atmospheric Aerosol Loading/No SDG/temp_batch/Analysis of aerosol effects on warm clouds over the Yangtze River Delta from multi-sensor satellite observations.pdf,Analysis of aerosol effects on warm clouds over the Yangtze River Delta from multi-sensor satellite observations.pdf,9 - Atmospheric Aerosol Loading,No SDG
55ea0013839e,4 - Biogeochemical Flows/No SDG/The carbon cycle in the Australian Community Climate and Earth System Simulator (ACCESS-ESM1) – Part 1_ Model description and pre-industrial simulation.pdf,The carbon cycle in the Australian Community Climate and Earth System Simulator (ACCESS-ESM1) – Part 1_ Model description and pre-industrial simulation.pdf,4 - Biogeochemical Flows,No SDG
3c937d50e3bd,8 - Novel Entities/No SDG/Recent perspectives on the anticancer properties of aqueous extracts of Nigerian Vernonia amygdalina.pdf,Recent perspectives on the anticancer properties of aqueous extracts of Nigerian Vernonia amygdalina.pdf,8 - Novel Entities,No SDG
eaa1e0c46e7c,1 - Climate Change/SDG15/temp_batch/Preserving Mars Today Using Baseline Ecologies.pdf,Preserving Mars Today Using Baseline Ecologies.pdf,1 - Climate Change,SDG15
e01726841e10,9 - Atmospheric Aerosol Loading/SDG14/Validation of the TROPOMI_S5P aerosol layer height using EARLINET lidars.pdf,Validation of the TROPOMI_S5P aerosol layer height using EARLINET lidars.pdf,9 - Atmospheric Aerosol Loading,SDG14
b2b970fe6bb0,1 - Climate Change/SDG14/temp_batch/Precambrian aeolian systems_ A unique record_.pdf,Precambrian aeolian systems_ A unique record_.pdf,1 - Climate Change,SDG14
be507a51ccf1,1 - Climate Change/SDG14/temp_batch/Role of the hydrological cycle in regulating the planetary climate system of a simple nonlinear dynamical model.pdf,Role of the hydrological cycle in regulating the planetary climate system of a simple nonlinear dynamical model.pdf,1 - Climate Change,SDG14
67b024a806b6,"4 - Biogeochemical Flows/No SDG/Measuring groundwater–surface water interaction and its effect on wetland stream benthic productivity, Trout Lake watershed, northern Wisconsin, USA.pdf","Measuring groundwater–surface water interaction and its effect on wetland stream benthic productivity, Trout Lake watershed, northern Wisconsin, USA.pdf",4 - Biogeochemical Flows,No SDG
13222aee4e9f,2 - Ocean Acidification/No SDG/temp_batch/Enriching Surface‐Accessible CO2 in the Zero‐Gap Anion‐Exchange‐Membrane‐Based CO2 Electrolyzer.pdf,Enriching Surface‐Accessible CO2 in the Zero‐Gap Anion‐Exchange‐Membrane‐Based CO2 Electrolyzer.pdf,2 - Ocean Acidification,No SDG
be5aa6aa9239,1 - Climate Change/SDG13/A Numerical Investigation of the Atmospheric General Circulation and Stratospheric-Tropospheric Mass Exchange_ I. Long-term Integration of a Simplified General Circulation Model.pdf,A Numerical Investigation of the Atmospheric General Circulation and Stratospheric-Tropospheric Mass Exchange_ I. Long-term Integration of a Simplified General Circulation Model.pdf,1 - Climate Change,SDG13
a0bfb7afc055,4 - Biogeochemical Flows/SDG16/Modelling of carbon isotope discrimination by vegetation.pdf,Modelling of carbon isotope discrimination by vegetation.pdf,4 - Biogeochemical Flows,SDG16
f9dcd5e9137c,1 - Climate Change/SDG13/Investigating the topology of interacting networks.pdf,Investigating the topology of interacting networks.pdf,1 - Climate Change,SDG13
cd9ed68382d9,5 - Global Freshwater Use/No SDG/Twenty‐five essential research questions to inform the protection and restoration of freshwater biodiversity.pdf,Twenty‐five essential research questions to inform the protection and restoration of freshwater biodiversity.pdf,5 - Global Freshwater Use,No SDG
5b4680a77841,7 - Biosphere Integrity/No SDG/temp_batch/Challenges of unculturable bacteria_ environmental perspectives.pdf,Challenges of unculturable bacteria_ environmental perspectives.pdf,7 - Biosphere Integrity,No SDG
fb38a15b0ce8,4 - Biogeochemical Flows/No SDG/temp_batch/Has water limited our imagination for aridland biogeochemistry_.pdf,Has water limited our imagination for aridland biogeochemistry_.pdf,4 - Biogeochemical Flows,No SDG
0185d9a524f2,1 - Climate Change/SDG9/Leveraging Digital Intelligence for Community Well-Being.pdf,Leveraging Digital Intelligence for Community Well-Being.pdf,1 - Climate Change,SDG9
39261278727c,1 - Climate Change/SDG13/Milankovitch Theory and climate.pdf,Milankovitch Theory and climate.pdf,1 - Climate Change,SDG13
f3f5a499a222,"1 - Climate Change/No SDG/Simulated effects of climate change, fragmentation, and inter-specific competition on tree species migration in northern Wisconsin, USA.pdf","Simulated effects of climate change, fragmentation, and inter-specific competition on tree species migration in northern Wisconsin, USA.pdf",1 - Climate Change,No SDG
793cb9c91c8d,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Antarctic surface hydrology and impacts on ice-sheet mass balance.pdf,Antarctic surface hydrology and impacts on ice-sheet mass balance.pdf,3 - Stratospheric Ozone Depletion,No SDG
50e462936456,8 - Novel Entities/No SDG/Elastic Bending Energy_ A Variational Approach.pdf,Elastic Bending Energy_ A Variational Approach.pdf,8 - Novel Entities,No SDG
bbf0c7e5b2f7,1 - Climate Change/No SDG/Use of multi-model ensembles from global climate models for assessment of climate change impacts.pdf,Use of multi-model ensembles from global climate models for assessment of climate change impacts.pdf,1 - Climate Change,No SDG
629d14e0068b,5 - Global Freshwater Use/No SDG/A critical perspective on early communications concerning human health aspects of microplastics.pdf,A critical perspective on early communications concerning human health aspects of microplastics.pdf,5 - Global Freshwater Use,No SDG
f7b3474a362d,4 - Biogeochemical Flows/No SDG/The Cold Region Critical Zone in Transition_ Responses to Climate Warming and Land Use Change.pdf,The Cold Region Critical Zone in Transition_ Responses to Climate Warming and Land Use Change.pdf,4 - Biogeochemical Flows,No SDG
7caf61b761b0,8 - Novel Entities/SDG12/An Ontology for Strongly Sustainable Business Models.pdf,An Ontology for Strongly Sustainable Business Models.pdf,8 - Novel Entities,SDG12
7a62fae3a1bd,8 - Novel Entities/No SDG/Evaluating peer-to-peer recommender systems that exploit spontaneous affinities.pdf,Evaluating peer-to-peer recommender systems that exploit spontaneous affinities.pdf,8 - Novel Entities,No SDG
9f709cdb6b3d,8 - Novel Entities/No SDG/Multi-modal entity alignment in hyperbolic space.pdf,Multi-modal entity alignment in hyperbolic space.pdf,8 - Novel Entities,No SDG
de74c9cbafd3,1 - Climate Change/SDG13/From Maximum Entropy to Maximum Entropy Production_ A New Approach.pdf,From Maximum Entropy to Maximum Entropy Production_ A New Approach.pdf,1 - Climate Change,SDG13
08715452b08f,5 - Global Freshwater Use/No SDG/Systematic planning for river rehabilitation_ integrating multiple ecological and economic objectives in complex decisions.pdf,Systematic planning for river rehabilitation_ integrating multiple ecological and economic objectives in complex decisions.pdf,5 - Global Freshwater Use,No SDG
be12413c7ef4,7 - Biosphere Integrity/No SDG/Research Projects To Study The Sea Floor And Sub Bottom Sediments Funded By The Recent European Commission Framework Programs The I G M E Participation.pdf,Research Projects To Study The Sea Floor And Sub Bottom Sediments Funded By The Recent European Commission Framework Programs The I G M E Participation.pdf,7 - Biosphere Integrity,No SDG
d8c050844510,1 - Climate Change/No SDG/Foraging distributions of little auks Alle alle across the Greenland Sea_ implications of present and future Arctic climate change.pdf,Foraging distributions of little auks Alle alle across the Greenland Sea_ implications of present and future Arctic climate change.pdf,1 - Climate Change,No SDG
387cac5c8379,9 - Atmospheric Aerosol Loading/No SDG/Observations of aerosol–vapor pressure deficit–evaporative fraction coupling over India.pdf,Observations of aerosol–vapor pressure deficit–evaporative fraction coupling over India.pdf,9 - Atmospheric Aerosol Loading,No SDG
6683a64ae9e2,"8 - Novel Entities/No SDG/Using click chemistry toward novel 1,2,3-triazole-linked dopamine D3 receptor ligands.pdf","Using click chemistry toward novel 1,2,3-triazole-linked dopamine D3 receptor ligands.pdf",8 - Novel Entities,No SDG
b045274434b0,1 - Climate Change/SDG15/temp_batch/Restoring ecosystem health to improve human health and well-being_ physicians and restoration ecologists unite in a common cause.pdf,Restoring ecosystem health to improve human health and well-being_ physicians and restoration ecologists unite in a common cause.pdf,1 - Climate Change,SDG15
5ad1fd91655c,1 - Climate Change/SDG13/The missing climate forcing.pdf,The missing climate forcing.pdf,1 - Climate Change,SDG13
c04b35c8574e,5 - Global Freshwater Use/No SDG/temp_batch/Historical Legacies in World Amphibian Diversity Revealed by the Turnover and Nestedness Components of Beta Diversity.pdf,Historical Legacies in World Amphibian Diversity Revealed by the Turnover and Nestedness Components of Beta Diversity.pdf,5 - Global Freshwater Use,No SDG
5bf0401e2fed,2 - Ocean Acidification/No SDG/temp_batch/Deep-Sea Mining With No Net Loss of Biodiversity—An Impossible Aim.pdf,Deep-Sea Mining With No Net Loss of Biodiversity—An Impossible Aim.pdf,2 - Ocean Acidification,No SDG
2de7b5e52403,6 - Land System Change/No SDG/Landscape indicators for rural development policies. Application of a core set in the case study of Piedmont Region.pdf,Landscape indicators for rural development policies. Application of a core set in the case study of Piedmont Region.pdf,6 - Land System Change,No SDG
2e8a520388aa,2 - Ocean Acidification/No SDG/Severe Coastal Hypoxia Interchange with Ocean Acidification_ An Experimental Perturbation Study on Carbon and Nutrient Biogeochemistry.pdf,Severe Coastal Hypoxia Interchange with Ocean Acidification_ An Experimental Perturbation Study on Carbon and Nutrient Biogeochemistry.pdf,2 - Ocean Acidification,No SDG
7a0615acd999,1 - Climate Change/SDG10/Is There an Alternative to Moderate Scientism_.pdf,Is There an Alternative to Moderate Scientism_.pdf,1 - Climate Change,SDG10
f64ccc5149a9,7 - Biosphere Integrity/No SDG/Prospects of Civilization in 21st Century_ Human Degradation or Transformation.pdf,Prospects of Civilization in 21st Century_ Human Degradation or Transformation.pdf,7 - Biosphere Integrity,No SDG
df0834e89fac,1 - Climate Change/SDG4/Public intellectuals in the age of viral modernity_ An EPAT collective writing project.pdf,Public intellectuals in the age of viral modernity_ An EPAT collective writing project.pdf,1 - Climate Change,SDG4
76e0a37fd328,3 - Stratospheric Ozone Depletion/No SDG/Impact of lower stratospheric ozone on seasonal prediction systems.pdf,Impact of lower stratospheric ozone on seasonal prediction systems.pdf,3 - Stratospheric Ozone Depletion,No SDG
dccdff763296,2 - Ocean Acidification/No SDG/Ocean Acidification - How will ongoing ocean acidification affect marine life_ [Past].pdf,Ocean Acidification - How will ongoing ocean acidification affect marine life_ [Past].pdf,2 - Ocean Acidification,No SDG
3218f9f7dd60,"6 - Land System Change/No SDG/temp_batch/Land Cover Changes and Impacts of Massive Siltation on the Mangrove Segara Anakan Lagoon System, Cilacap Indonesia.pdf","Land Cover Changes and Impacts of Massive Siltation on the Mangrove Segara Anakan Lagoon System, Cilacap Indonesia.pdf",6 - Land System Change,No SDG
29f7ceee9c42,2 - Ocean Acidification/SDG14/Linear and Non-Linear Trends for Seasonal NO2 and SO2 Concentrations in the Southern Hemisphere (2004−2016).pdf,Linear and Non-Linear Trends for Seasonal NO2 and SO2 Concentrations in the Southern Hemisphere (2004−2016).pdf,2 - Ocean Acidification,SDG14
89c402a89044,5 - Global Freshwater Use/No SDG/Future Arctic Ocean Seasonal Ice Zones and Implications for Pelagic-Benthic Coupling.pdf,Future Arctic Ocean Seasonal Ice Zones and Implications for Pelagic-Benthic Coupling.pdf,5 - Global Freshwater Use,No SDG
6e75b1f60bb1,1 - Climate Change/No SDG/Ethics Equity And The Economics Of Climate Change Paper 2 Economics And Politics.pdf,Ethics Equity And The Economics Of Climate Change Paper 2 Economics And Politics.pdf,1 - Climate Change,No SDG
b13a8af96ae8,3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Antarctica and the Southern Ocean.pdf,Antarctica and the Southern Ocean.pdf,3 - Stratospheric Ozone Depletion,No SDG
59d2bfcac862,3 - Stratospheric Ozone Depletion/No SDG/Modeled and Observed Volcanic Aerosol Control on Stratospheric NOy and Cly.pdf,Modeled and Observed Volcanic Aerosol Control on Stratospheric NOy and Cly.pdf,3 - Stratospheric Ozone Depletion,No SDG
3143277f4360,1 - Climate Change/No SDG/Influence of Anthropogenic Climate Change on Planetary Wave Resonance and Extreme Weather Events.pdf,Influence of Anthropogenic Climate Change on Planetary Wave Resonance and Extreme Weather Events.pdf,1 - Climate Change,No SDG
632b9edee385,9 - Atmospheric Aerosol Loading/No SDG/A 10 year record of black carbon and dust from a Mera Peak ice core (Nepal)_ variability and potential impact on melting of Himalayan glaciers.pdf,A 10 year record of black carbon and dust from a Mera Peak ice core (Nepal)_ variability and potential impact on melting of Himalayan glaciers.pdf,9 - Atmospheric Aerosol Loading,No SDG
10c9758741b1,1 - Climate Change/SDG14/Simulating CH&lt;sub&gt;4&lt;_sub&gt; and CO&lt;sub&gt;2&lt;_sub&gt; over South and East Asia using the zoomed chemistry transport model LMDz-INCA.pdf,Simulating CH&lt;sub&gt;4&lt;_sub&gt; and CO&lt;sub&gt;2&lt;_sub&gt; over South and East Asia using the zoomed chemistry transport model LMDz-INCA.pdf,1 - Climate Change,SDG14
511803c91790,6 - Land System Change/SDG7/Stabilizing Interface between Li2S–P2S5 Glass-Ceramic Electrolyte and Ether Electrolyte by Tuning Solvation Reaction.pdf,Stabilizing Interface between Li2S–P2S5 Glass-Ceramic Electrolyte and Ether Electrolyte by Tuning Solvation Reaction.pdf,6 - Land System Change,SDG7
874189f867c9,1 - Climate Change/No SDG/Declining Prevalence of Disease Vectors Under Climate Change.pdf,Declining Prevalence of Disease Vectors Under Climate Change.pdf,1 - Climate Change,No SDG
708e179741e9,8 - Novel Entities/No SDG/Resignation Syndrome_ Catatonia_ Culture-Bound_.pdf,Resignation Syndrome_ Catatonia_ Culture-Bound_.pdf,8 - Novel Entities,No SDG
510c507f81d5,1 - Climate Change/SDG15/Organising a Safe Space for Navigating Social-Ecological Transformations to Sustainability.pdf,Organising a Safe Space for Navigating Social-Ecological Transformations to Sustainability.pdf,1 - Climate Change,SDG15
3aa4b99d4c8d,"9 - Atmospheric Aerosol Loading/No SDG/Application of Multi-Sensor Satellite Data for Exploration of Zn–Pb Sulfide Mineralization in the Franklinian Basin, North Greenland.pdf","Application of Multi-Sensor Satellite Data for Exploration of Zn–Pb Sulfide Mineralization in the Franklinian Basin, North Greenland.pdf",9 - Atmospheric Aerosol Loading,No SDG
1a02ba99b6af,6 - Land System Change/No SDG/Producing Biofuels in Low-Income Countries_ An Integrated Environmental and Economic Assessment for Tanzania.pdf,Producing Biofuels in Low-Income Countries_ An Integrated Environmental and Economic Assessment for Tanzania.pdf,6 - Land System Change,No SDG
8de0535ec439,8 - Novel Entities/SDG11/Contributions to local- and regional-scale formaldehyde concentrations.pdf,Contributions to local- and regional-scale formaldehyde concentrations.pdf,8 - Novel Entities,SDG11
1969d1c6fd1a,7 - Biosphere Integrity/No SDG/Ecosystem Vulnerability. New Semantics for International Law.pdf,Ecosystem Vulnerability. New Semantics for International Law.pdf,7 - Biosphere Integrity,No SDG
9299569df6d6,1 - Climate Change/No SDG/Young people's engagement with climate change issues through digital media – a content analysis.pdf,Young people's engagement with climate change issues through digital media – a content analysis.pdf,1 - Climate Change,No SDG
e63e1a38d095,6 - Land System Change/No SDG/temp_batch/Using participatory modeling processes to identify sources of climate risk in West Africa.pdf,Using participatory modeling processes to identify sources of climate risk in West Africa.pdf,6 - Land System Change,No SDG
edbc0c95d145,1 - Climate Change/SDG6/Martian glaciation and the flow of solid CO2.pdf,Martian glaciation and the flow of solid CO2.pdf,1 - Climate Change,SDG6
b500322aff9a,1 - Climate Change/SDG11/Multi-model comparison of urban heat island modelling approaches.pdf,Multi-model comparison of urban heat island modelling approaches.pdf,1 - Climate Change,SDG11
695301539237,6 - Land System Change/SDG7/Sensor Performance Requirements for the Retrieval of Atmospheric Aerosols by Airborne Optical Remote Sensing.pdf,Sensor Performance Requirements for the Retrieval of Atmospheric Aerosols by Airborne Optical Remote Sensing.pdf,6 - Land System Change,SDG7
2e12a2a8332a,4 - Biogeochemical Flows/No SDG/Intra-annual variation of chlorophyll-a and nutrients in a hydraulically perturbed river-floodplain system in the Grijalva River basin.pdf,Intra-annual variation of chlorophyll-a and nutrients in a hydraulically perturbed river-floodplain system in the Grijalva River basin.pdf,4 - Biogeochemical Flows,No SDG
b268c60fafab,5 - Global Freshwater Use/No SDG/Insular threat associations within taxa worldwide.pdf,Insular threat associations within taxa worldwide.pdf,5 - Global Freshwater Use,No SDG
fe5fd1d317f5,2 - Ocean Acidification/SDG14/Intrashelf basin record of redox and productivity changes along the Arabian margin of Neo-Tethys during Oceanic Anoxic Event 1a.pdf,Intrashelf basin record of redox and productivity changes along the Arabian margin of Neo-Tethys during Oceanic Anoxic Event 1a.pdf,2 - Ocean Acidification,SDG14
be2c4353dbf6,7 - Biosphere Integrity/No SDG/The Research on Sustainable Tourism in the Light of Its Paradigms.pdf,The Research on Sustainable Tourism in the Light of Its Paradigms.pdf,7 - Biosphere Integrity,No SDG
1baf72c65f05,7 - Biosphere Integrity/No SDG/Scientific drilling workshop on the Weihe Basin Drilling Project (WBDP)_ Cenozoic tectonic–monsoon interactions.pdf,Scientific drilling workshop on the Weihe Basin Drilling Project (WBDP)_ Cenozoic tectonic–monsoon interactions.pdf,7 - Biosphere Integrity,No SDG
8dca354879e8,8 - Novel Entities/No SDG/A Secure and Intelligent Data Sharing Scheme for UAV-Assisted Disaster Rescue.pdf,A Secure and Intelligent Data Sharing Scheme for UAV-Assisted Disaster Rescue.pdf,8 - Novel Entities,No SDG
0b9f5ddc48b7,1 - Climate Change/SDG16/Iraq’s Security Dilemma in the Post 2003 Era.pdf,Iraq’s Security Dilemma in the Post 2003 Era.pdf,1 - Climate Change,SDG16
